pkg_name,pkg_size,category,sub_category,country,platform,device_brand_name,lang,osv,bundle_size,adx_times,aff_times,direct_times,request14,impression14,click14,ctr14,cvr14,sim_clickconvir_score,sim_clickconvf_score,sim_installir_score,sim_installf_score,pkgBundleWeight,pkgBundleWeightSim
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,3.178054,11,31,11,35,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.97519,-2.795311
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,4.077537,31,56,3,24,2,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.060591,-2.865818
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,MOTOROLA,OTHERS,8.1.0,2.995732,56,3,0,13,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.007676,-3.184827
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,30,2.833213,3,0,1,2,1,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.540494,-3.173699
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,3.367296,0,1,5,0,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.113905,-2.709037
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,1.791759,1,5,7,1397,151,5,0.033112583,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.017114,-3.449556
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,LENOVO,ENGLISH,6,2.70805,5,7,11,1109,157,3,0.01910828,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.700659,-2.998982
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,1.791759,7,11,31,764,103,2,0.019417476,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.331828,-2.866748
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,OTHERS,10,4.564348,11,31,56,651,109,1,0.009174312,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.986103,-3.281175
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,2.890372,31,56,3,581,115,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.662352,-3.038889
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,4.26268,56,3,0,531,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.068815,-2.959901
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,2.302585,3,0,1,485,67,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.476274,-2.746821
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,HONOR,ENGLISH,8,3.850148,0,5,5,471,81,2,0.024691358,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.087434,-2.95905
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SONY,ENGLISH,30,1.098612,1,7,7,412,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.801789,-2.795462
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,10,3.555348,5,11,11,378,31,1,0.032258065,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.870595,-2.976053
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,3.367296,7,31,31,362,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.924918,-2.78306
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,11,0,11,56,56,310,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,9,2.079442,31,3,3,299,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.848794,-3.290032
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,2.772589,56,0,0,296,13,1,0.076923077,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.011856,-2.656974
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.890372,3,1,1,287,14,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.773083,-2.756123
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,30,4.007333,0,5,5,229,19,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.919248,-3.071173
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,8.1,3.332205,1,7,7,210,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.004533,-3.165584
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,11,3.526361,5,11,11,190,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.093095,-2.941261
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,TECNO,ENGLISH,10,3.135494,7,31,3,187,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.137552,-3.060772
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,9,2.70805,11,56,0,174,64,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.576416,-2.967924
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,4.394449,31,3,1,167,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.833784,-2.924058
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.197225,56,0,5,156,9,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.743085,-2.896436
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,10,5.802118,3,1,7,145,43,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.175241,-2.837725
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,2.484907,0,5,11,134,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.907385,-2.986663
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,9,3.951244,1,7,31,123,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.87561,-3.257631
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,6,2.302585,5,11,56,112,8,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.629968,-3.207202
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,3.526361,7,31,3,101,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.885473,-2.784838
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,10,3.663562,11,56,0,90,21,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.94531,-3.200322
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,0.693147,31,3,1,79,42,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,3.610918,56,0,5,68,8,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.931261,-3.233976
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,5.1,2.484907,3,5,7,57,9,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.659689,-3.198621
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,1.609438,0,7,11,46,3,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.070452,-2.366444
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,7,3.828641,1,11,31,35,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.817809,-3.148583
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,7.1.2,2.995732,5,31,56,24,2,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.77272,-3.013065
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,9,3.850148,7,56,3,13,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.769024,-3.148007
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.302585,11,3,0,2,1,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.896543,-2.99795
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,11,1.609438,31,0,1,0,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.694725,-3.063358
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,8.1,3.044522,56,1,5,1397,151,5,0.033112583,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.695363,-3.164478
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,9,3.496508,3,5,7,1109,157,3,0.01910828,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.989381,-2.723481
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,11.0.0,3.663562,0,7,11,764,103,2,0.019417476,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.102858,-2.899572
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,10,2.995732,1,11,3,651,109,1,0.009174312,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.888362,-3.227802
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,11,3.465736,5,31,0,581,115,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.056866,-2.94266
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,11,2.944439,7,56,1,531,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.809792,-3.124095
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,9,3.295837,11,3,5,485,67,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.886843,-2.955179
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,LENOVO,OTHERS,7,1.098612,31,0,7,471,81,2,0.024691358,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.574088,-3.135458
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,2.564949,56,1,11,412,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.107155,-3.021261
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,7.1.2,2.079442,3,5,31,378,31,1,0.032258065,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.992219,-2.87115
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,4.615121,0,7,56,362,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.971303,-3.116223
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,8.1,3.7612,1,11,3,310,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.92473,-2.818054
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,6.0.1,3.78419,5,31,0,299,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.99576,-2.868932
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,ZTE,ENGLISH,10,1.94591,7,56,1,296,13,1,0.076923077,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.761551,-3.084337
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,OTHERS,11,4.969813,11,3,5,287,14,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.231271,-2.98958
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,TECNO,ENGLISH,10,1.609438,31,0,7,229,19,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.738752,-3.24675
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,8.1,3.178054,56,5,11,210,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.974665,-2.975385
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.564949,3,7,31,190,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.017122,-2.657961
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,4.204693,0,11,56,187,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.015559,-3.082166
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,4.234107,1,31,3,174,64,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.051281,-3.234257
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REDMI,ENGLISH,10,1.94591,5,56,0,167,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.110458,-3.284754
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,4.997212,7,3,1,156,9,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.269664,-2.791151
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,8.1,4.025352,11,0,5,145,43,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.954938,-3.195165
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,2.772589,31,1,7,134,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.099368,-2.632682
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,2.639057,56,5,11,123,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.022173,-2.867071
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,2.639057,3,7,3,112,8,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.798094,-2.710605
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,9,1.94591,0,11,0,101,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.951998,-3.049213
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,2.397895,1,31,1,90,21,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.902485,-2.9618
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,9,1.791759,5,56,5,79,42,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.646652,-2.818363
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,2.772589,7,3,7,68,8,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.092547,-3.309982
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,HUAWEI,ENGLISH,10,2.639057,11,0,11,57,9,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.012686,-2.967692
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.639057,31,1,31,46,3,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.847599,-2.972229
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,5.1,2.197225,56,5,56,35,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.789634,-2.854946
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,OTHERS,11,2.772589,3,7,3,24,2,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.105044,-2.962765
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,9,4.382027,0,11,0,13,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.051763,-3.082098
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,7.1.2,3.367296,1,31,1,2,1,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.090151,-3.058402
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,10,3.78419,5,56,5,0,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.843148,-3.183436
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,ENGLISH,30,2.484907,7,3,7,1397,151,5,0.033112583,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.818928,-3.131132
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,3.135494,11,0,11,1109,157,3,0.01910828,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.77776,-3.039737
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,8.1.0,2.564949,31,5,31,764,103,2,0.019417476,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.556221,-2.313097
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,0.693147,56,7,56,651,109,1,0.009174312,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,3.367296,3,11,3,581,115,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.887362,-2.759792
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,OTHERS,11,3.526361,0,31,0,531,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.804948,-3.060986
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,11,2.302585,1,56,1,485,67,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.709267,-2.810507
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,7,2.772589,5,3,5,471,81,2,0.024691358,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.051646,-2.970081
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,1.386294,7,0,7,412,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.46689,-2.986176
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,1.791759,11,1,11,378,31,1,0.032258065,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.911539,-2.955429
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,8.1,4.454347,31,5,3,362,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.777763,-3.128169
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,9,5.398163,56,7,0,310,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.081999,-3.07762
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,1.609438,3,11,1,299,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,7.1.2,3.526361,0,31,5,296,13,1,0.076923077,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.10625,-3.135311
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,3.091042,1,56,7,287,14,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.892002,-2.998161
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,3.555348,5,3,11,229,19,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.884297,-2.922402
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,1.94591,7,0,31,210,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.249153,-2.468547
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,GUJARATI,10,4.787492,11,1,56,190,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.022522,-3.282619
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,8.1,2.397895,31,5,3,187,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.610215,-2.756659
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,2.70805,56,7,0,174,64,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.146214,-2.995131
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,HUAWEI,ENGLISH,6,2.302585,3,11,1,167,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.914958,-3.162366
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,TECNO,ENGLISH,9,2.197225,0,31,5,156,9,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.642258,-3.249393
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.639057,1,56,7,145,43,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.957834,-2.905806
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,ENGLISH,10,3.091042,5,3,11,134,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.063308,-3.197863
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,OTHERS,9,4.89784,7,0,31,123,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.040569,-2.995387
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,1.94591,11,5,56,112,8,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.421453,-2.716828
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,30,3.401197,31,7,3,101,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.727866,-3.017444
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,1.94591,56,11,0,90,21,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
